division,calendar_week,paid_views,organic_views,google_impressions,email_impressions,facebook_impressions,affiliate_impressions,overall_views,sales,total_impressions,total_views,sov_google_pct,sov_email_pct,sov_facebook_pct,sov_affiliate_pct,sales_per_1000_impressions,sales_per_view,efficiency_google,efficiency_email,efficiency_facebook,efficiency_affiliate,grp_proxy,reach_proxy,frequency_proxy,wow_total_impressions_pct,wow_sales_pct,wow_facebook_impressions_pct,wow_google_impressions_pct,z_total_impressions,z_sales,z_facebook_impressions,z_google_impressions,is_anomaly_period
A,2018-01-06,392,422,408,349895.0107,73580,12072,682,59417,435955.0107,1496,0.09,80.26,16.88,2.77,136.2916,39.7172,145.6299,0.1698,0.8075,4.9219,41.56,145318.0,3.0,,,,,-1.059,-0.706,-0.483,-1.22,0
A,2018-01-13,787,904,110,506270.2176,11804,9499,853,56806,527683.2176,2544,0.02,95.94,2.24,1.8,107.6517,22.3294,516.4182,0.1122,4.8124,5.9802,50.3,175894.0,3.0,21.04,-4.39,-83.96,-73.04,-0.9,-0.748,-0.824,-1.221,0
A,2018-01-20,81,970,742,430042.1538,52232,17048,759,48715,500064.1538,1810,0.15,86.0,10.45,3.41,97.4175,26.9144,65.6536,0.1133,0.9327,2.8575,47.67,166688.0,3.0,-5.23,-14.24,342.49,574.55,-0.948,-0.878,-0.601,-1.219,0
A,2018-01-27,25,575,65,417745.6658,78640,10207,942,72047,506657.6658,1542,0.01,82.45,15.52,2.01,142.2006,46.7231,1108.4154,0.1725,0.9162,7.0586,48.3,168886.0,3.0,1.32,47.89,50.56,-91.24,-0.937,-0.503,-0.456,-1.221,0
A,2018-02-03,565,284,295,408505.8012,40561,5834,658,56235,455195.8012,1507,0.06,89.74,8.91,1.28,123.5402,37.3159,190.6271,0.1377,1.3864,9.6392,43.39,151732.0,3.0,-10.16,-21.95,-48.42,353.85,-1.025,-0.757,-0.665,-1.22,0
A,2018-02-10,256,330,683,434729.755,36750,8469,691,56347,480631.755,1277,0.14,90.45,7.65,1.76,117.2353,44.1245,82.4993,0.1296,1.5333,6.6533,45.82,160211.0,3.0,5.59,0.2,-9.4,131.53,-0.981,-0.756,-0.686,-1.219,0
A,2018-02-17,886,56,664,634432.9117,112489,8331,685,81604,755916.9117,1627,0.09,83.93,14.88,1.1,107.9537,50.1561,122.8976,0.1286,0.7254,9.7952,72.06,251972.0,3.0,57.28,44.82,206.09,-2.78,-0.506,-0.35,-0.269,-1.219,0
A,2018-02-24,336,99,470,555036.3088,218,6319,569,80492,562043.3088,1004,0.08,98.75,0.04,1.12,143.2132,80.1713,171.2596,0.145,369.2294,12.7381,53.58,187348.0,3.0,-25.65,-1.36,-99.81,-29.22,-0.841,-0.368,-0.887,-1.22,0
A,2018-03-03,305,209,501,423690.0837,13065,7898,772,61804,445154.0837,1286,0.11,95.18,2.93,1.77,138.8373,48.0591,123.3613,0.1459,4.7305,7.8253,42.44,148385.0,3.0,-20.8,-23.22,5893.12,6.6,-1.043,-0.668,-0.817,-1.22,0
A,2018-03-10,955,283,609,471730.039,84449,8428,833,64944,565216.039,2071,0.11,83.46,14.94,1.49,114.9012,31.3588,106.6404,0.1377,0.769,7.7057,53.88,188405.0,3.0,26.97,5.08,546.38,21.56,-0.835,-0.618,-0.424,-1.22,0
A,2018-03-17,650,466,290,464972.6858,11438,6900,978,62945,483600.6858,2094,0.06,96.15,2.37,1.43,130.159,30.0597,217.0517,0.1354,5.5031,9.1225,46.1,161200.0,3.0,-14.44,-3.08,-86.46,-52.38,-0.976,-0.65,-0.826,-1.22,0
A,2018-03-24,962,614,605,424832.1916,58830,14151,196,65018,498418.1916,1772,0.12,85.24,11.8,2.84,130.4487,36.6919,107.4678,0.153,1.1052,4.5946,47.51,166139.0,3.0,3.06,3.29,414.34,108.62,-0.951,-0.616,-0.565,-1.22,0
A,2018-03-31,674,831,762,427351.2598,29536,7840,571,68472,465489.2598,2076,0.16,91.81,6.35,1.68,147.0968,32.9827,89.8583,0.1602,2.3183,8.7337,44.38,155163.0,3.0,-6.61,5.31,-49.79,25.95,-1.008,-0.561,-0.726,-1.219,0
A,2018-04-07,604,22,130736,418862.0356,91874,6575,737,53473,648047.0356000001,1363,20.17,64.63,14.18,1.01,82.5141,39.2318,0.409,0.1277,0.582,8.1328,61.78,216016.0,3.0,39.22,-21.91,211.06,17056.96,-0.692,-0.802,-0.383,-0.895,0
A,2018-04-14,342,432,208099,508059.5563,61025,7733,550,59351,784916.5563,1324,26.51,64.73,7.77,0.99,75.6144,44.827,0.2852,0.1168,0.9726,7.675,74.83,261639.0,3.0,21.12,10.99,-33.58,59.17,-0.456,-0.707,-0.553,-0.703,0
A,2018-04-21,833,10,209285,412036.2647,38548,8358,792,72647,668227.2646999999,1635,31.32,61.66,5.77,1.25,108.716,44.4324,0.3471,0.1763,1.8846,8.6919,63.7,222742.0,3.0,-14.87,22.4,-36.83,0.57,-0.658,-0.494,-0.676,-0.7,0
A,2018-04-28,868,750,232531,473344.0824,27777,8208,905,62975,741860.0824,2523,31.34,63.81,3.74,1.11,84.888,24.9604,0.2708,0.133,2.2672,7.6724,70.72,247287.0,3.0,11.02,-13.31,-27.94,11.11,-0.53,-0.649,-0.736,-0.642,0
A,2018-05-05,20,776,258508,399782.5359,51402,7789,741,73440,717481.5359,1537,36.03,55.72,7.16,1.09,102.358,47.7814,0.2841,0.1837,1.4287,9.4287,68.4,239161.0,3.0,-3.29,16.62,85.05,11.17,-0.572,-0.481,-0.606,-0.577,0
A,2018-05-12,704,391,350509,347974.4459,43773,10803,698,73081,753059.4458999999,1793,46.54,46.21,5.81,1.43,97.0455,40.7591,0.2085,0.21,1.6695,6.7649,71.79,251020.0,3.0,4.96,-0.49,-14.84,35.59,-0.511,-0.487,-0.648,-0.348,0
A,2018-05-19,554,21,349590,378663.2045,5457,7350,990,63422,741060.2045,1565,47.17,51.1,0.74,0.99,85.5828,40.5252,0.1814,0.1675,11.6221,8.6288,70.65,247020.0,3.0,-1.59,-13.22,-87.53,-0.26,-0.532,-0.642,-0.859,-0.35,0
A,2018-05-26,903,124,339701,457524.6496,18636,9041,333,65930,824902.6496,1360,41.18,55.46,2.26,1.1,79.9246,48.4779,0.1941,0.1441,3.5378,7.2923,78.64,274968.0,3.0,11.31,3.95,241.51,-2.83,-0.387,-0.602,-0.786,-0.375,0
A,2018-06-02,926,139,272962,334461.8929,58676,10338,611,67830,676437.8929,1676,40.35,49.44,8.67,1.53,100.2753,40.4714,0.2485,0.2028,1.156,6.5612,64.49,225479.0,3.0,-18.0,2.88,214.85,-19.65,-0.643,-0.571,-0.566,-0.541,0
A,2018-06-09,273,84,260513,376282.2511,95075,9525,481,72316,741395.2511,838,35.14,50.75,12.82,1.28,97.5404,86.2959,0.2776,0.1922,0.7606,7.5922,70.68,247132.0,3.0,9.6,6.61,62.03,-4.56,-0.531,-0.499,-0.365,-0.572,0
A,2018-06-16,929,358,239193,338646.3504,49503,9606,805,66903,636948.3504,2092,37.55,53.17,7.77,1.51,105.0368,31.9804,0.2797,0.1976,1.3515,6.9647,60.72,212316.0,3.0,-14.09,-7.49,-47.93,-8.18,-0.712,-0.586,-0.616,-0.625,0
A,2018-06-23,261,564,257999,394913.4299,33836,9592,913,68825,696340.4299,1738,37.05,56.71,4.86,1.38,98.8382,39.6001,0.2668,0.1743,2.0341,7.1753,66.38,232113.0,3.0,9.32,2.87,-31.65,7.86,-0.609,-0.555,-0.702,-0.578,0
A,2018-06-30,160,423,300068,372145.5745,41871,12818,413,90421,726902.5745,996,41.28,51.2,5.76,1.76,124.3922,90.7841,0.3013,0.243,2.1595,7.0542,69.3,242301.0,3.0,4.39,31.38,23.75,16.31,-0.556,-0.208,-0.658,-0.474,0
A,2018-07-07,489,927,398603,323816.9932,38020,9479,574,47768,769918.9932,1990,51.77,42.06,4.94,1.23,62.0429,24.004,0.1198,0.1475,1.2564,5.0394,73.4,256640.0,3.0,5.92,-47.17,-9.2,32.84,-0.482,-0.893,-0.679,-0.228,0
A,2018-07-14,196,900,465878,463140.8772,157256,9427,468,110359,1095701.8772,1564,42.52,42.27,14.35,0.86,100.7199,70.562,0.2369,0.2383,0.7018,11.7067,104.45,365234.0,3.0,42.31,131.03,313.61,16.88,0.081,0.112,-0.023,-0.061,0
A,2018-07-21,843,976,375324,351878.9496,120756,8103,121,111259,856061.9495999999,1940,43.84,41.1,14.11,0.95,129.9661,57.35,0.2964,0.3162,0.9214,13.7306,81.61,285354.0,3.0,-21.87,0.82,-23.21,-19.44,-0.333,0.126,-0.224,-0.286,0
A,2018-07-28,417,761,365439,367606.8031,87487,8569,470,69277,829101.8031,1648,44.08,44.34,10.55,1.03,83.5567,42.037,0.1896,0.1885,0.7919,8.0846,79.04,276367.0,3.0,-3.15,-37.73,-27.55,-2.63,-0.38,-0.548,-0.407,-0.311,0
A,2018-08-04,971,593,338155,286526.9413,99863,9187,582,73348,733731.9413000001,2146,46.09,39.05,13.61,1.25,99.9657,34.1789,0.2169,0.256,0.7345,7.9839,69.95,244577.0,3.0,-11.5,5.88,14.15,-7.47,-0.544,-0.483,-0.339,-0.379,0
A,2018-08-11,640,296,351992,357211.0809,107090,8296,550,59450,824589.0809,1486,42.69,43.32,12.99,1.01,72.0965,40.0067,0.1689,0.1664,0.5551,7.1661,78.61,274863.0,3.0,12.38,-18.95,7.24,4.09,-0.387,-0.706,-0.299,-0.344,0
A,2018-08-18,138,245,505429,414114.3816,152851,10638,712,85245,1083032.3816,1095,46.67,38.24,14.11,0.98,78.7096,77.8493,0.1687,0.2058,0.5577,8.0133,103.25,361011.0,3.0,31.34,43.39,42.73,43.59,0.059,-0.291,-0.047,0.038,0
A,2018-08-25,58,459,514951,419266.8725,295046,10829,438,96340,1240092.8725,955,41.53,33.81,23.79,0.87,77.6877,100.8796,0.1871,0.2298,0.3265,8.8965,118.22,413364.0,3.0,14.5,13.02,93.03,1.88,0.33,-0.113,0.736,0.061,0
A,2018-09-01,766,65,560749,331608.5452,236072,10673,511,87248,1139102.5452,1342,49.23,29.11,20.72,0.94,76.5936,65.0134,0.1556,0.2631,0.3696,8.1746,108.59,379701.0,3.0,-8.14,-9.44,-19.99,8.89,0.156,-0.259,0.411,0.176,0
A,2018-09-08,947,431,525501,347630.9396,283426,8153,706,72504,1164710.9396,2084,45.12,29.85,24.33,0.7,62.2506,34.7908,0.138,0.2086,0.2558,8.8929,111.03,388237.0,3.0,2.25,-16.9,20.06,-6.29,0.2,-0.496,0.672,0.088,0
A,2018-09-15,403,261,598424,338349.1595,199895,7887,128,102759,1144555.1595,792,52.28,29.56,17.46,0.69,89.7807,129.7462,0.1717,0.3037,0.5141,13.0289,109.11,381518.0,3.0,-1.73,41.73,-29.47,13.88,0.165,-0.01,0.212,0.269,0
A,2018-09-22,111,748,571337,327584.378,236126,6725,903,94933,1141772.378,1762,50.04,28.69,20.68,0.59,83.1453,53.878,0.1662,0.2898,0.402,14.1164,108.85,380591.0,3.0,-0.24,-7.62,18.13,-4.53,0.16,-0.136,0.412,0.202,0
A,2018-09-29,441,759,679729,289529.4984,219372,7695,145,99169,1196325.4984,1345,56.82,24.2,18.34,0.64,82.8947,73.7316,0.1459,0.3425,0.4521,12.8875,114.05,398775.0,3.0,4.78,4.46,-7.1,18.97,0.254,-0.068,0.319,0.472,0
A,2018-10-06,692,540,652498,265198.8945,95291,6387,804,116818,1019374.8944999999,2036,64.01,26.02,9.35,0.63,114.5977,57.3762,0.179,0.4405,1.2259,18.29,97.18,339792.0,3.0,-14.79,17.8,-56.56,-4.01,-0.051,0.216,-0.364,0.404,0
A,2018-10-13,121,1452,561755,263425.5333,122823,6428,1220,105914,954431.5333,2793,58.86,27.6,12.87,0.67,110.9708,37.9212,0.1885,0.4021,0.8623,16.477,90.99,318144.0,3.0,-6.37,-9.33,28.89,-13.91,-0.163,0.041,-0.212,0.178,0
A,2018-10-20,305,2183,761769,259054.8016,106285,6012,2030,128191,1133120.8016,4518,67.23,22.86,9.38,0.53,113.1309,28.3734,0.1683,0.4948,1.2061,21.3225,108.02,377707.0,3.0,18.72,21.03,-13.46,35.61,0.145,0.398,-0.303,0.676,0
A,2018-10-27,937,1378,689753,274521.3176,114960,4735,1821,112396,1083969.3176,4136,63.63,25.33,10.61,0.44,103.6893,27.175,0.163,0.4094,0.9777,23.7373,103.34,361323.0,3.0,-4.34,-12.32,8.16,-9.45,0.06,0.145,-0.256,0.497,0
A,2018-11-03,247,1720,609882,268329.1062,171775,5295,2034,156591,1055281.1062,4001,57.79,25.43,16.28,0.5,148.3879,39.138,0.2568,0.5836,0.9116,29.5734,100.6,351760.0,3.0,-2.65,39.32,49.42,-11.58,0.011,0.854,0.057,0.298,0
A,2018-11-10,337,4371,1016756,556982.1233,194349,5073,4781,186876,1773160.1233,9489,57.34,31.41,10.96,0.29,105.3915,19.694,0.1838,0.3355,0.9615,36.8374,169.04,591053.0,3.0,68.03,19.34,13.14,66.71,1.251,1.341,0.182,1.311,0
A,2018-11-17,597,3605,1552213,547177.7689,283528,4760,3978,208474,2387678.7689,8180,65.01,22.92,11.87,0.2,87.3124,25.4858,0.1343,0.381,0.7353,43.7971,227.62,795893.0,3.0,34.66,11.56,45.89,52.66,2.312,1.688,0.673,2.645,1
A,2018-11-24,798,1815,1709493,557083.5716,743909,4953,3169,338311,3015438.5716,5782,56.69,18.47,24.67,0.16,112.193,58.5111,0.1979,0.6073,0.4548,68.3043,287.47,1005146.0,3.0,26.29,62.28,162.38,10.13,3.396,3.773,3.208,3.036,1
A,2018-12-01,1738,1511,1160722,688442.588,126493,5750,2574,266300,1981407.588,5823,58.58,34.75,6.38,0.29,134.3994,45.7324,0.2294,0.3868,2.1053,46.313,188.89,660469.0,3.0,-34.29,-21.29,-83.0,-32.1,1.61,2.616,-0.192,1.67,1
A,2018-12-08,24788,1632,558879,425805.1255,68776,5247,26253,187382,1058707.1255,52673,52.79,40.22,6.5,0.5,176.9913,3.5575,0.3353,0.4401,2.7245,35.7122,100.93,352902.0,3.0,-46.57,-29.63,-45.63,-51.85,0.017,1.349,-0.51,0.171,0
A,2018-12-15,20699,2982,462233,354046.9198,146088,4837,23170,190487,967204.9198,46851,47.79,36.61,15.1,0.5,196.9459,4.0658,0.4121,0.538,1.3039,39.3812,92.21,322402.0,3.0,-8.64,1.66,112.41,-17.29,-0.141,1.399,-0.084,-0.07,0
A,2018-12-22,9967,3548,405196,345259.3411,60643,5060,12683,109947,816158.3411000001,26198,49.65,42.3,7.43,0.62,134.7128,4.1968,0.2713,0.3184,1.813,21.7287,77.81,272053.0,3.0,-15.62,-42.28,-58.49,-12.34,-0.402,0.105,-0.555,-0.212,0
A,2018-12-29,7077,3641,428545,486211.3229,46804,5208,10368,66448,966768.3229,21086,44.33,50.29,4.84,0.54,68.7321,3.1513,0.1551,0.1367,1.4197,12.7588,92.16,322256.0,3.0,18.45,-39.56,-22.82,5.76,-0.142,-0.593,-0.631,-0.154,0
A,2019-01-05,6132,3471,391548,485385.8465,19462,6301,7952,69510,902696.8465,17555,43.38,53.77,2.16,0.7,77.0026,3.9596,0.1775,0.1432,3.5716,11.0316,86.06,300899.0,3.0,-6.63,4.61,-58.42,-8.63,-0.253,-0.544,-0.781,-0.246,0
A,2019-01-12,9731,2608,375771,364144.0227,41106,7589,12014,55500,788610.0227,24353,47.65,46.18,5.21,0.96,70.377,2.279,0.1477,0.1524,1.3502,7.3132,75.18,262870.0,3.0,-12.64,-20.16,111.21,-4.03,-0.45,-0.769,-0.662,-0.285,0
A,2019-01-19,9712,1968,404244,456347.5893,85338,9046,12311,82436,954975.5893,23991,42.33,47.79,8.94,0.95,86.3226,3.4361,0.2039,0.1806,0.966,9.113,91.04,318325.0,3.0,21.1,48.53,107.6,7.58,-0.162,-0.337,-0.419,-0.214,0
A,2019-01-26,11771,3519,386823,372105.2166,276066,11929,14949,70817,1046923.2165999999,30239,36.95,35.54,26.37,1.14,67.643,2.3419,0.1831,0.1903,0.2565,5.9365,99.8,348974.0,3.0,9.63,-14.09,223.5,-4.31,-0.004,-0.523,0.632,-0.258,0
A,2019-02-02,6761,2397,463446,357294.6322,200653,10255,8855,68198,1031648.6322,18013,44.92,34.63,19.45,0.99,66.1058,3.786,0.1472,0.1909,0.3399,6.6502,98.35,343883.0,3.0,-1.46,-3.7,-27.32,19.81,-0.03,-0.565,0.216,-0.067,0
A,2019-02-09,8520,2620,367753,359403.8152,114913,9686,10207,64101,851755.8152000001,21347,43.18,42.2,13.49,1.14,75.2575,3.0028,0.1743,0.1784,0.5578,6.6179,81.2,283919.0,3.0,-17.44,-6.01,-42.73,-20.65,-0.341,-0.631,-0.256,-0.305,0
A,2019-02-16,12710,3839,299212,459177.9556,123603,9054,16079,103598,891046.9556,32628,33.58,51.53,13.87,1.02,116.2655,3.1751,0.3462,0.2256,0.8382,11.4422,84.94,297016.0,3.0,4.61,61.62,7.56,-18.64,-0.273,0.003,-0.208,-0.476,0
A,2019-02-23,5701,3091,318287,301736.0446,42684,8391,6999,81055,671098.0446,15791,47.43,44.96,6.36,1.25,120.7797,5.133,0.2547,0.2686,1.899,9.6598,63.98,223699.0,3.0,-24.68,-21.76,-65.47,6.38,-0.653,-0.359,-0.654,-0.428,0
A,2019-03-02,500,2885,447543,413408.4366,22730,8887,2863,74590,892568.4366,6248,50.14,46.32,2.55,1.0,83.5678,11.9382,0.1667,0.1804,3.2816,8.3932,85.09,297523.0,3.0,33.0,-7.98,-46.75,40.61,-0.27,-0.463,-0.763,-0.106,0
A,2019-03-09,620,2187,456481,386117.044,36033,8725,2269,59796,887356.044,5076,51.44,43.51,4.06,0.98,67.3867,11.7801,0.131,0.1549,1.6595,6.8534,84.59,295785.0,3.0,-0.58,-19.83,58.53,2.0,-0.279,-0.7,-0.69,-0.084,0
A,2019-03-16,401,4223,484186,354992.1769,67296,11077,4330,87191,917551.1769000001,8954,52.77,38.69,7.33,1.21,95.0258,9.7377,0.1801,0.2456,1.2956,7.8714,87.47,305850.0,3.0,3.4,45.81,86.76,6.07,-0.227,-0.26,-0.518,-0.015,0
A,2019-03-23,784,5680,553451,355042.2755,79074,9375,6455,82885,996942.2755,12919,55.51,35.61,7.93,0.94,83.1392,6.4157,0.1498,0.2335,1.0482,8.8411,95.04,332314.0,3.0,8.65,-4.94,17.5,14.31,-0.09,-0.329,-0.453,0.157,0
A,2019-03-30,554,7524,390828,435632.5112,108523,8684,7543,67061,943667.5112000001,15621,41.42,46.16,11.5,0.92,71.0642,4.293,0.1716,0.1539,0.6179,7.7224,89.96,314556.0,3.0,-5.34,-19.09,37.24,-29.38,-0.182,-0.584,-0.291,-0.248,0
A,2019-04-06,3179,8439,432125,364178.8038,57047,8476,11929,79718,861826.8038,23547,50.14,42.26,6.62,0.98,92.4989,3.3855,0.1845,0.2189,1.3974,9.4051,82.16,287276.0,3.0,-8.67,18.87,-47.43,10.57,-0.323,-0.38,-0.574,-0.145,0
A,2019-04-13,4026,7447,510358,354103.6537,88100,7432,11555,55278,959993.6537,23028,53.16,36.89,9.18,0.77,57.5816,2.4005,0.1083,0.1561,0.6274,7.4378,91.52,319998.0,3.0,11.39,-30.66,54.43,18.1,-0.154,-0.773,-0.403,0.05,0
A,2019-04-20,6957,8715,546329,383993.2553,125562,7300,14161,75983,1063184.2553,29833,51.39,36.12,11.81,0.69,71.4674,2.5469,0.1391,0.1979,0.6051,10.4086,101.35,354395.0,3.0,10.75,37.46,42.52,7.05,0.025,-0.44,-0.197,0.14,0
A,2019-04-27,8020,6160,467319,446418.0866,109421,8354,14159,90974,1031512.0866,28339,45.3,43.28,10.61,0.81,88.1948,3.2102,0.1947,0.2038,0.8314,10.8899,98.34,343837.0,3.0,-2.98,19.73,-12.86,-14.46,-0.03,-0.199,-0.286,-0.057,0
A,2019-05-04,11691,6807,561319,318656.5701,88528,6379,18387,80480,974882.5701,36885,57.58,32.69,9.08,0.65,82.5535,2.1819,0.1434,0.2526,0.9091,12.6164,92.94,324961.0,3.0,-5.49,-11.54,-19.09,20.11,-0.128,-0.368,-0.401,0.177,0
A,2019-05-11,13142,9093,486682,260975.9628,112100,7540,22320,77122,867297.9628,44555,56.11,30.09,12.93,0.87,88.9222,1.7309,0.1585,0.2955,0.688,10.2284,82.68,289099.0,3.0,-11.04,-4.17,26.63,-13.3,-0.314,-0.422,-0.271,-0.009,0
A,2019-05-18,15336,10755,417293,309007.4549,169856,5875,25437,65836,902031.4549,51528,46.26,34.26,18.83,0.65,72.9864,1.2777,0.1578,0.2131,0.3876,11.2061,85.99,300677.0,3.0,4.0,-14.63,51.52,-14.26,-0.254,-0.603,0.047,-0.182,0
A,2019-05-25,15917,10120,582162,299886.93,200356,7088,26168,87411,1089492.93,52205,53.43,27.53,18.39,0.65,80.2309,1.6744,0.1501,0.2915,0.4363,12.3323,103.86,363164.0,3.0,20.78,32.77,17.96,39.51,0.07,-0.257,0.215,0.229,0
A,2019-06-01,18772,12188,560371,262085.1934,66883,6118,30760,71105,895457.1934,61720,62.58,29.27,7.47,0.68,79.4064,1.1521,0.1269,0.2713,1.0631,11.6223,85.37,298486.0,3.0,-17.81,-18.65,-66.62,-3.74,-0.265,-0.519,-0.52,0.175,0
A,2019-06-08,67920,17718,532704,243526.4863,148985,8295,84569,61429,933510.4863,170207,57.06,26.09,15.96,0.89,65.8043,0.3609,0.1153,0.2522,0.4123,7.4055,88.99,311170.0,3.0,4.25,-13.61,122.75,-4.94,-0.199,-0.674,-0.068,0.106,0
A,2019-06-15,42475,17136,395158,262126.5373,162451,6758,58860,100718,826493.5373,118471,47.81,31.72,19.66,0.82,121.8618,0.8501,0.2549,0.3842,0.62,14.9035,78.79,275498.0,3.0,-11.46,63.96,9.04,-25.82,-0.384,-0.043,0.006,-0.237,0
A,2019-06-22,21638,16547,285499,315185.3518,145226,7373,38107,83203,753283.3518000001,76292,37.9,41.84,19.28,0.98,110.4538,1.0906,0.2914,0.264,0.5729,11.2848,71.81,251094.0,3.0,-8.86,-17.39,-10.6,-27.75,-0.511,-0.324,-0.089,-0.51,0
A,2019-06-29,23628,16378,469657,324401.4442,94627,6103,39794,70026,894788.4442,79800,52.49,36.25,10.58,0.68,78.2598,0.8775,0.1491,0.2159,0.74,11.474,85.3,298263.0,3.0,18.79,-15.84,-34.84,64.5,-0.266,-0.536,-0.368,-0.051,0
A,2019-07-06,21595,16185,602528,303022.8465,84208,7020,37052,64059,996778.8465,74832,60.45,30.4,8.45,0.7,64.266,0.856,0.1063,0.2114,0.7607,9.1252,95.02,332260.0,3.0,11.4,-8.52,-11.01,28.29,-0.09,-0.632,-0.425,0.28,0
A,2019-07-13,19294,27347,682543,191097.9041,201701,10817,46264,97488,1086158.9041,92905,62.84,17.59,18.57,1.0,89.7548,1.0493,0.1428,0.5101,0.4833,9.0125,103.55,362053.0,3.0,8.97,52.18,139.53,13.28,0.064,-0.095,0.222,0.479,0
A,2019-07-20,18559,35294,565820,402715.0983,114461,9954,53217,80835,1092950.0983,107070,51.77,36.85,10.47,0.91,73.9604,0.755,0.1429,0.2007,0.7062,8.1209,104.19,364317.0,3.0,0.63,-17.08,-43.25,-17.1,0.076,-0.362,-0.258,0.188,0
A,2019-07-27,26139,29638,552821,255143.8953,163260,8132,54642,67987,979356.8953,110419,56.45,26.05,16.67,0.83,69.42,0.6157,0.123,0.2665,0.4164,8.3604,93.36,326452.0,3.0,-10.39,-15.89,42.63,-2.3,-0.12,-0.569,0.01,0.156,0
A,2019-08-03,46219,36834,262613,200978.371,63447,7561,82412,65743,534599.371,165465,49.12,37.59,11.87,1.41,122.9762,0.3973,0.2503,0.3271,1.0362,8.695,50.96,178200.0,3.0,-45.41,-3.3,-61.14,-52.5,-0.888,-0.605,-0.539,-0.567,0
A,2019-08-10,25766,39727,321418,245340.1626,87072,9432,64607,51781,663262.1626,130100,48.46,36.99,13.13,1.42,78.0702,0.398,0.1611,0.2111,0.5947,5.4899,63.23,221087.0,3.0,24.07,-21.24,37.24,22.39,-0.666,-0.829,-0.409,-0.421,0
A,2019-08-17,24463,35561,393929,267965.6616,119473,10070,60390,88469,791437.6616,120414,49.77,33.86,15.1,1.27,111.7827,0.7347,0.2246,0.3302,0.7405,8.7854,75.45,263813.0,3.0,19.33,70.85,37.21,22.56,-0.445,-0.24,-0.231,-0.24,0
A,2019-08-24,22863,23853,467201,266248.8887,84480,7991,47112,114522,825920.8887,93828,56.57,32.24,10.23,0.97,138.6598,1.2206,0.2451,0.4301,1.3556,14.3314,78.74,275307.0,3.0,4.36,29.45,-29.29,18.6,-0.385,0.179,-0.423,-0.057,0
A,2019-08-31,20780,14495,342902,288880.3273,86358,8960,35503,89866,727100.3273,70778,47.16,39.73,11.88,1.23,123.595,1.2697,0.2621,0.3111,1.0406,10.0297,69.32,242367.0,3.0,-11.96,-21.53,2.22,-26.61,-0.556,-0.217,-0.413,-0.367,0
A,2019-09-07,24481,13773,539808,360323.0456,198612,6397,37396,99880,1105140.0456,75650,48.85,32.6,17.97,0.58,90.3777,1.3203,0.185,0.2772,0.5029,15.6136,105.35,368380.0,3.0,51.99,11.14,129.99,57.42,0.097,-0.056,0.205,0.123,0
A,2019-09-14,24691,9958,341921,457786.0473,182345,7990,34895,108644,990042.0473,69544,34.54,46.24,18.42,0.81,109.7368,1.5622,0.3177,0.2373,0.5958,13.5975,94.38,330014.0,3.0,-10.41,8.77,-8.19,-36.66,-0.102,0.084,0.115,-0.369,0
A,2019-09-21,25762,9740,340565,463792.6043,322838,7243,34733,85220,1134438.6043,70235,30.02,40.88,28.46,0.64,75.1209,1.2134,0.2502,0.1837,0.264,11.7658,108.15,378146.0,3.0,14.58,-21.56,77.05,-0.4,0.148,-0.292,0.889,-0.373,0
A,2019-09-28,35098,13969,579526,274265.2093,900830,8018,48855,76997,1762639.2093,97922,32.88,15.56,51.11,0.45,43.6828,0.7863,0.1329,0.2807,0.0855,9.603,168.04,587546.0,3.0,55.38,-9.65,179.03,70.17,1.232,-0.424,4.072,0.222,1
A,2019-10-05,7600,16816,608615,396416.9467,242145,6885,24765,163874,1254061.9467,49181,48.53,31.61,19.31,0.55,130.6746,3.3321,0.2693,0.4134,0.6768,23.8016,119.55,418021.0,3.0,-28.85,112.83,-73.12,5.02,0.354,0.971,0.445,0.295,0
A,2019-10-12,9223,9742,547427,422359.4076,255787,6505,18260,136164,1232078.4076,37225,44.43,34.28,20.76,0.53,110.5157,3.6579,0.2487,0.3224,0.5323,20.9322,117.46,410693.0,3.0,-1.75,-16.91,5.63,-10.05,0.316,0.526,0.52,0.142,0
A,2019-10-19,14508,9127,501647,376703.3829,231850,7422,23393,144244,1117622.3829,47028,44.89,33.71,20.74,0.66,129.0633,3.0672,0.2875,0.3829,0.6221,19.4347,106.54,372541.0,3.0,-9.29,5.93,-9.36,-8.36,0.119,0.656,0.388,0.028,0
A,2019-10-26,11285,10191,928601,370228.0005,199638,6467,21006,135736,1504934.0005,42482,61.7,24.6,13.27,0.43,90.194,3.1951,0.1462,0.3666,0.6799,20.989,143.47,501645.0,3.0,34.65,-5.9,-13.89,85.11,0.787,0.519,0.211,1.092,0
A,2019-11-02,11806,11485,962662,338882.8297,214581,6690,22609,118467,1522815.8297000001,45900,63.22,22.25,14.09,0.44,77.7947,2.581,0.1231,0.3496,0.5521,17.7081,145.17,507605.0,3.0,1.19,-12.72,7.49,3.67,0.818,0.242,0.293,1.176,0
A,2019-11-09,11209,13837,2084147,544602.2248,354647,7103,24908,214919,2990499.2248,49954,69.69,18.21,11.86,0.24,71.8673,4.3023,0.1031,0.3946,0.606,30.2575,285.09,996833.0,3.0,96.38,81.42,65.27,116.5,3.353,1.791,1.064,3.97,1
