division,calendar_week,paid_views,organic_views,google_impressions,email_impressions,facebook_impressions,affiliate_impressions,overall_views,sales,total_impressions,total_views,sov_google_pct,sov_email_pct,sov_facebook_pct,sov_affiliate_pct,sales_per_1000_impressions,sales_per_view,efficiency_google,efficiency_email,efficiency_facebook,efficiency_affiliate,grp_proxy,reach_proxy,frequency_proxy,wow_total_impressions_pct,wow_sales_pct,wow_facebook_impressions_pct,wow_google_impressions_pct,z_total_impressions,z_sales,z_facebook_impressions,z_google_impressions,is_anomaly_period
G,2019-09-07,50654,24969,1045355,862150.211,351423,19294,75390,180140,2278222.211,151013,45.88,37.84,15.43,0.85,79.0704,1.1929,0.1723,0.2089,0.5126,9.3366,99.45,759407.0,3.0,51.06,8.12,130.09,63.08,-0.01,-0.125,0.199,0.005,0
G,2019-09-14,49413,18101,635478,1097394.198,320715,20644,68333,189695,2074231.198,135847,30.64,52.91,15.46,1.0,91.4532,1.3964,0.2985,0.1729,0.5915,9.1889,90.55,691410.0,3.0,-8.95,5.3,-8.74,-39.21,-0.17,-0.051,0.105,-0.436,0
G,2019-09-21,53241,18712,645495,1112694.128,536964,19972,71285,141284,2315125.128,143238,27.88,48.06,23.19,0.86,61.0265,0.9864,0.2189,0.127,0.2631,7.0741,101.06,771708.0,3.0,11.61,-25.52,67.43,1.58,0.019,-0.43,0.77,-0.426,0
G,2019-09-28,66463,26860,1214695,657685.8326,1372478,22386,93544,154270,3267244.8326,186867,37.18,20.13,42.01,0.69,47.2172,0.8256,0.127,0.2346,0.1124,6.8914,142.63,1089082.0,3.0,41.13,9.19,155.6,88.18,0.765,-0.328,3.341,0.188,1
G,2019-10-05,15106,33244,1257321,950806.9586,435007,18780,47803,257866,2661914.9586,96153,47.23,35.72,16.34,0.71,96.8724,2.6818,0.2051,0.2712,0.5928,13.7309,116.2,887305.0,3.0,-18.53,67.15,-68.3,3.51,0.291,0.483,0.456,0.234,0
G,2019-10-12,15921,19527,1077742,1013019.505,485952,18870,34817,225622,2595583.505,70265,41.52,39.03,18.72,0.73,86.9253,3.211,0.2093,0.2227,0.4643,11.9567,113.31,865195.0,3.0,-2.49,-12.5,11.71,-14.28,0.239,0.23,0.613,0.04,0
G,2019-10-19,27935,20387,986826,902248.3492,412557,23739,48214,237352,2325370.3492,96536,42.44,38.8,17.74,1.02,102.0706,2.4587,0.2405,0.2631,0.5753,9.9984,101.51,775123.0,3.0,-10.41,5.2,-15.1,-8.44,0.027,0.322,0.387,-0.058,0
G,2019-10-26,22239,18756,1817263,886251.7124,373598,20924,41533,213944,3098036.7124,82528,58.66,28.61,12.06,0.68,69.0579,2.5924,0.1177,0.2414,0.5727,10.2248,135.24,1032679.0,3.0,33.23,-9.86,-9.44,84.15,0.632,0.139,0.267,0.837,0
G,2019-11-02,24963,23858,2140817,811588.2879,405972,23477,47318,200922,3381854.2879,96139,63.3,24.0,12.0,0.69,59.4118,2.0899,0.0939,0.2476,0.4949,8.5582,147.63,1127285.0,3.0,9.16,-6.09,8.67,17.8,0.855,0.037,0.367,1.186,0
G,2019-11-09,22703,29300,4421818,1305682.899,646674,18752,52655,369250,6392926.899,104658,69.17,20.42,10.12,0.29,57.7591,3.5282,0.0835,0.2828,0.571,19.6912,279.07,2130976.0,3.0,89.04,83.78,59.29,106.55,3.213,1.354,1.107,3.645,1
G,2019-11-16,24605,43157,4822663,1686932.43,1079054,19976,67863,407521,7608625.43,135625,63.38,22.17,14.18,0.26,53.5604,3.0048,0.0845,0.2416,0.3777,20.4005,332.14,2536208.0,3.0,19.02,10.36,66.86,9.07,4.165,1.654,2.438,4.077,1
G,2019-11-23,16984,36882,4073091,913763.0425,2155012,20715,53873,431682,7162581.0425,107739,56.87,12.76,30.09,0.29,60.2691,4.0067,0.106,0.4724,0.2003,20.8391,312.67,2387527.0,3.0,-5.86,5.93,99.71,-15.54,3.816,1.843,5.748,3.269,1
G,2019-11-30,18388,28554,4571384,1684522.162,1250009,18176,45637,799632,7524091.1620000005,92579,60.76,22.39,16.61,0.24,106.2762,8.6373,0.1749,0.4747,0.6397,43.9938,328.45,2508030.0,3.0,5.05,85.24,-42.0,12.23,4.099,4.723,2.964,3.806,1
G,2019-12-07,17658,24910,2101708,1544089.679,1334847,21873,41589,742400,5002517.679,84157,42.01,30.87,26.68,0.44,148.4053,8.8216,0.3532,0.4808,0.5562,33.9414,218.38,1667506.0,3.0,-33.51,-7.16,6.79,-54.02,2.124,4.275,3.225,1.144,1
G,2019-12-14,18563,27378,758020,921884.8168,1261106,13073,44883,579378,2954083.8168,90824,25.66,31.21,42.69,0.44,196.1278,6.3791,0.7643,0.6285,0.4594,44.3187,128.96,984695.0,3.0,-40.95,-21.96,-5.52,-63.93,0.52,2.999,2.998,-0.304,1
G,2019-12-21,16804,24153,580352,933714.1617,632271,14457,40732,355045,2160794.1617,81689,26.86,43.21,29.26,0.67,164.3123,4.3463,0.6118,0.3803,0.5615,24.5587,94.33,720265.0,3.0,-26.85,-38.72,-49.86,-23.44,-0.102,1.243,1.063,-0.496,0
G,2019-12-28,16308,27903,1125913,637977.0727,187673,18654,44016,207646,1970217.0727,88227,57.15,32.38,9.53,0.95,105.3924,2.3535,0.1844,0.3255,1.1064,11.1314,86.01,656739.0,3.0,-8.82,-41.52,-70.32,94.01,-0.251,0.09,-0.305,0.092,0
G,2020-01-04,58915,33231,581218,737450.4039,175811,17532,92022,225177,1512011.4039,184168,38.44,48.77,11.63,1.16,148.9255,1.2227,0.3874,0.3053,1.2808,12.8438,66.0,504004.0,3.0,-23.26,8.44,-6.32,-48.38,-0.61,0.227,-0.341,-0.495,0
G,2020-01-11,17112,41265,524230,978705.5369,245530,20478,58319,173959,1768943.5369,116696,29.64,55.33,13.88,1.16,98.3406,1.4907,0.3318,0.1777,0.7085,8.4949,77.22,589648.0,3.0,16.99,-22.75,39.66,-9.8,-0.409,-0.174,-0.127,-0.556,0
G,2020-01-18,36140,37424,598420,927521.1001,295195,22036,72282,215301,1843172.1001,145846,32.47,50.32,16.02,1.2,116.81,1.4762,0.3598,0.2321,0.7294,9.7704,80.46,614391.0,3.0,4.2,23.77,20.23,14.15,-0.351,0.15,0.026,-0.476,0
G,2020-01-25,45307,35633,1067635,767321.5532,237373,19019,79901,144437,2091348.5532,160841,51.05,36.69,11.35,0.91,69.064,0.898,0.1353,0.1882,0.6085,7.5944,91.29,697116.0,3.0,13.46,-32.91,-19.59,78.41,-0.156,-0.405,-0.152,0.029,0
G,2020-02-01,55370,44359,1141983,2390847.877,82356,17532,99895,143300,3632718.877,199624,31.44,65.81,2.27,0.48,39.447,0.7178,0.1255,0.0599,1.74,8.1736,158.58,1210906.0,3.0,73.7,-0.79,-65.31,6.96,1.051,-0.414,-0.629,0.11,0
G,2020-02-08,51961,46828,1190444,875676.4474,313676,17201,97942,137035,2396997.4474,196731,49.66,36.53,13.09,0.72,57.1694,0.6966,0.1151,0.1565,0.4369,7.9667,104.64,798999.0,3.0,-34.02,-4.37,280.88,4.24,0.083,-0.463,0.083,0.162,0
G,2020-02-15,50752,55533,828186,692635.3786,552245,17066,106118,239811,2090132.3786,212403,39.62,33.14,26.42,0.82,114.7348,1.129,0.2896,0.3462,0.4342,14.052,91.24,696711.0,3.0,-12.8,75.0,76.06,-30.43,-0.157,0.341,0.817,-0.229,0
G,2020-02-22,41155,53134,847529,997311.3995,521689,21198,94226,228270,2387727.3995000003,188515,35.5,41.77,21.85,0.89,95.6014,1.2109,0.2693,0.2289,0.4376,10.7685,104.23,795909.0,3.0,14.24,-4.81,-5.53,2.34,0.076,0.251,0.723,-0.208,0
G,2020-02-29,33170,49669,804310,718683.9945,297253,18257,82159,182096,1838503.9945,164998,43.75,39.09,16.17,0.99,99.0457,1.1036,0.2264,0.2534,0.6126,9.974,80.26,612835.0,3.0,-23.0,-20.23,-43.02,-5.1,-0.354,-0.11,0.032,-0.254,0
H,2018-01-06,245,342,838,356965.3929,86418,21437,982,54781,465658.3929,1569,0.18,76.66,18.56,4.6,117.642,34.9146,65.3711,0.1535,0.6339,2.5554,50.53,155219.0,3.0,,,,,-0.864,-0.622,-0.365,-1.055,0
H,2018-01-13,856,260,111,516581.6084,14883,16324,993,53636,547899.6084,2109,0.02,94.28,2.72,2.98,97.8938,25.432,483.2072,0.1038,3.6038,3.2857,59.45,182633.0,3.0,17.66,-2.09,-82.78,-86.75,-0.708,-0.641,-0.746,-1.058,0
H,2018-01-20,621,301,953,438567.3407,44766,23121,424,50885,507407.3407,1346,0.19,86.43,8.82,4.56,100.2843,37.8046,53.3945,0.116,1.1367,2.2008,55.06,169136.0,3.0,-7.39,-5.13,200.79,758.56,-0.785,-0.687,-0.587,-1.055,0
H,2018-01-27,387,845,951,426611.6424,74066,15343,968,62022,516971.6424,2200,0.18,82.52,14.33,2.97,119.9718,28.1918,65.2177,0.1454,0.8374,4.0424,56.09,172324.0,3.0,1.88,21.89,65.45,-0.21,-0.767,-0.502,-0.431,-1.055,0
H,2018-02-03,414,1,333,416810.7293,46515,13945,370,53573,477603.7293,785,0.07,87.27,9.74,2.92,112.1704,68.2459,160.8799,0.1285,1.1517,3.8417,51.82,159201.0,3.0,-7.62,-13.62,-37.2,-64.98,-0.841,-0.643,-0.577,-1.057,0
H,2018-02-10,413,275,158,443161.8754,44874,16641,376,52246,504834.8754,1064,0.03,87.78,8.89,3.3,103.4913,49.1034,330.6709,0.1179,1.1643,3.1396,54.78,168278.0,3.0,5.7,-2.48,-3.53,-52.55,-0.79,-0.665,-0.586,-1.057,0
H,2018-02-17,944,376,814,646906.8262,109934,15159,253,73268,772813.8262,1573,0.11,83.71,14.23,1.96,94.8068,46.5785,90.0098,0.1133,0.6665,4.8333,83.85,257605.0,3.0,53.08,40.24,144.98,415.19,-0.282,-0.316,-0.24,-1.056,0
H,2018-02-24,285,311,639,565983.6234,544,14564,820,75806,581730.6234,1416,0.11,97.29,0.09,2.5,130.3112,53.5353,118.6322,0.1339,139.3493,5.205,63.12,193910.0,3.0,-24.73,3.46,-99.51,-21.5,-0.644,-0.274,-0.822,-1.056,0
H,2018-03-03,630,325,378,432213.8355,11871,15234,367,73274,459696.8355,1322,0.08,94.02,2.58,3.31,159.3964,55.4266,193.8466,0.1695,6.1725,4.8099,49.88,153232.0,3.0,-20.98,-3.34,2082.17,-40.85,-0.875,-0.316,-0.762,-1.057,0
H,2018-03-10,881,812,542,481693.5899,61835,15384,543,77425,559454.5899,2236,0.1,86.1,11.05,2.75,138.3937,34.6266,142.8506,0.1607,1.2521,5.0328,60.7,186485.0,3.0,21.7,5.67,420.89,43.39,-0.686,-0.247,-0.496,-1.056,0
H,2018-03-17,642,520,128,475191.0061,7475,14812,117,66919,497606.0061,1279,0.03,95.5,1.5,2.98,134.4819,52.3213,522.8047,0.1408,8.9524,4.5179,53.99,165869.0,3.0,-11.06,-13.57,-87.91,-76.38,-0.803,-0.421,-0.785,-1.058,0
H,2018-03-24,491,687,900,432993.8387,60690,18260,997,65618,512843.8387,2175,0.18,84.43,11.83,3.56,127.9493,30.1692,72.9089,0.1515,1.0812,3.5935,55.65,170948.0,3.0,3.06,-1.94,711.91,603.12,-0.775,-0.443,-0.502,-1.055,0
H,2018-03-31,284,336,638,436428.1414,43720,16496,501,56295,497282.1414,1121,0.13,87.76,8.79,3.32,113.2054,50.2186,88.2367,0.129,1.2876,3.4126,53.96,165761.0,3.0,-3.03,-14.21,-27.96,-29.11,-0.804,-0.597,-0.592,-1.056,0
H,2018-04-07,239,569,95522,428198.9143,70574,15324,337,48906,609618.9143000001,1145,15.67,70.24,11.58,2.51,80.2239,42.7127,0.512,0.1142,0.693,3.1915,66.15,203206.0,3.0,22.59,-13.13,61.42,14872.1,-0.591,-0.72,-0.449,-0.776,0
H,2018-04-14,644,779,160146,517573.2172,53553,15444,307,51691,746716.2172000001,1730,21.45,69.31,7.17,2.07,69.2244,29.8792,0.3228,0.0999,0.9652,3.347,81.02,248905.0,3.0,22.49,5.69,-24.12,67.65,-0.331,-0.674,-0.54,-0.585,0
H,2018-04-21,210,810,152008,420183.1191,39929,19510,436,65918,631630.1191,1456,24.07,66.52,6.32,3.09,104.3617,45.2734,0.4336,0.1569,1.6509,3.3787,68.53,210543.0,3.0,-15.41,27.52,-25.44,-5.08,-0.549,-0.438,-0.612,-0.609,0
H,2018-04-28,988,332,152232,482801.8456,25197,13186,183,54791,673416.8456,1503,22.61,71.69,3.74,1.96,81.3627,36.4544,0.3599,0.1135,2.1745,4.1552,73.07,224472.0,3.0,6.62,-16.88,-36.9,0.15,-0.47,-0.622,-0.691,-0.608,0
H,2018-05-05,951,45,165215,408286.4066,49453,11460,565,62681,634414.4066,1561,26.04,64.36,7.8,1.81,98.8014,40.1544,0.3794,0.1535,1.2675,5.4695,68.84,211471.0,3.0,-5.79,14.4,96.27,8.53,-0.544,-0.491,-0.562,-0.57,0
H,2018-05-12,580,364,225611,354627.6697,48764,14151,667,60925,643153.6697,1611,35.08,55.14,7.58,2.2,94.7285,37.8181,0.27,0.1718,1.2494,4.3053,69.79,214385.0,3.0,1.38,-2.8,-1.39,36.56,-0.528,-0.521,-0.565,-0.392,0
H,2018-05-19,744,826,229232,387209.602,5130,13183,976,56834,634754.602,2546,36.11,61.0,0.81,2.08,89.537,22.3229,0.2479,0.1468,11.0788,4.3112,68.87,211585.0,3.0,-1.31,-6.71,-89.48,1.6,-0.544,-0.588,-0.797,-0.381,0
H,2018-05-26,43,284,223187,466922.6989,15715,12665,859,52712,718489.6989,1186,31.06,64.99,2.19,1.76,73.365,44.4452,0.2362,0.1129,3.3542,4.162,77.96,239497.0,3.0,13.19,-7.25,206.34,-2.64,-0.385,-0.657,-0.741,-0.399,0
H,2018-06-02,502,806,176646,340899.4676,51172,15924,459,57809,584641.4676,1767,30.21,58.31,8.75,2.72,98.8794,32.7159,0.3273,0.1696,1.1297,3.6303,63.44,194880.0,3.0,-18.63,9.67,225.63,-20.85,-0.638,-0.572,-0.552,-0.536,0
H,2018-06-09,582,914,175215,384145.1432,83354,15242,924,58353,657956.1432,2420,26.63,58.38,12.67,2.32,88.6883,24.1128,0.333,0.1519,0.7001,3.8284,71.39,219319.0,3.0,12.54,0.94,62.89,-0.81,-0.5,-0.563,-0.381,-0.54,0
H,2018-06-16,990,256,160560,345333.9168,44738,16013,307,55338,566644.9168,1553,28.34,60.94,7.9,2.83,97.659,35.633,0.3447,0.1602,1.2369,3.4558,61.48,188882.0,3.0,-13.88,-5.17,-46.33,-8.36,-0.673,-0.613,-0.587,-0.584,0
H,2018-06-23,635,86,165255,403427.9542,29345,16466,553,50343,614493.9542,1274,26.89,65.65,4.78,2.68,81.9259,39.5157,0.3046,0.1248,1.7156,3.0574,66.68,204831.0,3.0,8.44,-9.03,-34.41,2.92,-0.582,-0.696,-0.669,-0.57,0
H,2018-06-30,605,738,197350,380055.2941,38264,17854,176,70373,633523.2941,1519,31.15,59.99,6.04,2.82,111.0819,46.3285,0.3566,0.1852,1.8391,3.9416,68.74,211174.0,3.0,3.1,39.79,30.39,19.42,-0.546,-0.364,-0.621,-0.475,0
H,2018-07-07,72,905,276094,330768.3755,31819,16568,125,43295,655249.3755000001,1102,42.14,50.48,4.86,2.53,66.0741,39.2877,0.1568,0.1309,1.3607,2.6132,71.1,218416.0,3.0,3.43,-38.48,-16.84,39.9,-0.505,-0.813,-0.655,-0.243,0
H,2018-07-14,906,646,329194,472991.5266,111024,25893,643,65756,939102.5266,2195,35.05,50.37,11.82,2.76,70.02,29.9572,0.1997,0.139,0.5923,2.5395,101.9,313034.0,3.0,43.32,51.88,248.92,19.23,0.033,-0.44,-0.234,-0.086,0
H,2018-07-21,949,350,252211,359460.0478,96153,12683,605,82776,720507.0478000001,1904,35.0,49.89,13.35,1.76,114.8858,43.4748,0.3282,0.2303,0.8609,6.5265,78.18,240169.0,3.0,-23.28,25.88,-13.39,-23.39,-0.381,-0.158,-0.313,-0.313,0
H,2018-07-28,986,181,251791,375237.9138,62755,13422,431,57086,703205.9138,1598,35.81,53.36,8.92,1.91,81.1796,35.7234,0.2267,0.1521,0.9097,4.2532,76.3,234402.0,3.0,-2.4,-31.04,-34.73,-0.17,-0.414,-0.584,-0.491,-0.314,0
H,2018-08-04,717,857,242849,292610.1843,67497,15208,809,51240,618164.1843000001,2383,39.29,47.34,10.92,2.46,82.8906,21.5023,0.211,0.1751,0.7591,3.3693,67.07,206055.0,3.0,-12.09,-10.24,7.56,-3.55,-0.575,-0.681,-0.466,-0.341,0
H,2018-08-11,432,581,288748,365082.0572,81655,17883,573,58087,753368.0571999999,1586,38.33,48.46,10.84,2.37,77.1031,36.6248,0.2012,0.1591,0.7114,3.2482,81.74,251123.0,3.0,21.87,13.36,20.98,18.9,-0.319,-0.568,-0.39,-0.205,0
H,2018-08-18,898,5,438441,421807.4716,134160,16113,71,70678,1010521.4716,974,43.39,41.74,13.28,1.59,69.9421,72.5647,0.1612,0.1676,0.5268,4.3864,109.65,336840.0,3.0,34.13,21.68,64.3,51.84,0.168,-0.359,-0.111,0.237,0
H,2018-08-25,567,978,397364,427685.72,253742,15508,921,79981,1094299.72,2466,36.31,39.08,23.19,1.42,73.0888,32.4335,0.2013,0.187,0.3152,5.1574,118.74,364767.0,3.0,8.29,13.16,89.13,-9.37,0.327,-0.204,0.525,0.116,0
H,2018-09-01,891,413,436820,339018.1641,198578,13817,927,67324,988233.1640999999,2231,44.2,34.31,20.09,1.4,68.1256,30.1766,0.1541,0.1986,0.339,4.8725,107.23,329411.0,3.0,-9.69,-15.83,-21.74,9.93,0.126,-0.414,0.232,0.232,0
H,2018-09-08,42,465,382993,354670.9997,231031,11719,775,68750,980413.9997,1282,39.06,36.18,23.56,1.2,70.1234,53.6271,0.1795,0.1938,0.2976,5.8665,106.38,326805.0,3.0,-0.79,2.12,16.34,-12.32,0.111,-0.391,0.404,0.073,0
H,2018-09-15,457,463,420182,344971.7471,174343,10260,551,70226,949756.7471,1471,44.24,36.32,18.36,1.08,73.941,47.7403,0.1671,0.2036,0.4028,6.8446,103.05,316586.0,3.0,-3.13,2.15,-24.54,9.71,0.053,-0.366,0.103,0.183,0
H,2018-09-22,591,277,404997,333995.6279,192671,7180,534,71916,938843.6279,1402,43.14,35.58,20.52,0.76,76.6006,51.2953,0.1776,0.2153,0.3733,10.0162,101.87,312948.0,3.0,-1.15,2.41,10.51,-3.61,0.033,-0.338,0.2,0.138,0
H,2018-09-29,769,697,483113,295298.6591,178170,8283,649,77090,964864.6591,2115,50.07,30.61,18.47,0.86,79.8972,36.4492,0.1596,0.2611,0.4327,9.307,104.69,321622.0,3.0,2.77,7.19,-7.53,19.29,0.082,-0.252,0.123,0.369,0
H,2018-10-06,205,1087,446019,271029.8175,78837,8270,974,88864,804155.8175,2266,55.46,33.7,9.8,1.03,110.5059,39.2162,0.1992,0.3279,1.1272,10.7453,87.25,268052.0,3.0,-16.66,15.27,-55.75,-7.68,-0.223,-0.057,-0.405,0.259,0
H,2018-10-13,676,1435,387315,268987.7422,102167,7908,1706,83919,766377.7422,3817,50.54,35.1,13.33,1.03,109.5008,21.9856,0.2167,0.312,0.8214,10.6119,83.16,255459.0,3.0,-4.7,-5.56,29.59,-13.16,-0.294,-0.139,-0.281,0.086,0
H,2018-10-20,420,1863,543887,264635.1704,89407,7180,2018,98324,905109.1704,4301,60.09,29.24,9.88,0.79,108.6322,22.8607,0.1808,0.3715,1.0997,13.6942,98.21,301703.0,3.0,18.1,17.17,-12.49,40.42,-0.031,0.1,-0.349,0.548,0
H,2018-10-27,793,1862,501963,279233.2973,92051,5962,1908,92196,879209.2973,4563,57.09,31.76,10.47,0.68,104.8624,20.2051,0.1837,0.3302,1.0016,15.4639,95.4,293070.0,3.0,-2.86,-6.23,2.96,-7.71,-0.08,-0.002,-0.335,0.425,0
H,2018-11-03,746,1227,497040,274235.6293,138274,6186,1358,122768,915735.6292999999,3331,54.28,29.95,15.1,0.68,134.0649,36.8562,0.247,0.4477,0.8879,19.8461,99.36,305245.0,3.0,4.15,33.16,50.21,-0.98,-0.011,0.506,-0.089,0.41,0
H,2018-11-10,948,4288,880592,569268.9955,193530,6879,3599,188193,1650269.9955,8835,53.36,34.5,11.73,0.42,114.0377,21.3008,0.2137,0.3306,0.9724,27.3576,179.06,550090.0,3.0,80.21,53.29,39.96,77.17,1.381,1.591,0.205,1.543,0
H,2018-11-17,878,2902,1394712,558559.0853,312953,4379,3739,201343,2270603.0853,7519,61.42,24.6,13.78,0.19,88.6738,26.7779,0.1444,0.3605,0.6434,45.9792,246.37,756868.0,3.0,37.59,6.99,61.71,58.38,2.556,1.809,0.84,3.061,1
H,2018-11-24,528,2009,1561691,568085.4829,604582,5515,2578,323626,2739873.4829,5115,57.0,20.73,22.07,0.2,118.1171,63.27,0.2072,0.5697,0.5353,58.6811,297.29,913291.0,3.0,20.67,60.73,93.19,11.97,3.445,3.838,2.392,3.554,1
H,2018-12-01,1066,1199,957277,702676.5824,110837,7329,2027,239363,1778119.5824,4292,53.84,39.52,6.23,0.41,134.6158,55.7696,0.25,0.3406,2.1596,32.6597,192.93,592707.0,3.0,-35.1,-26.04,-81.67,-38.7,1.623,2.44,-0.235,1.769,1
H,2018-12-08,15494,1585,440280,434588.8945,54192,6753,17113,178956,935813.8944999999,34192,47.05,46.44,5.79,0.72,191.2303,5.2339,0.4065,0.4118,3.3023,26.5002,101.54,311938.0,3.0,-47.37,-25.24,-51.11,-54.01,0.027,1.438,-0.536,0.242,0
H,2018-12-15,12696,2407,307010,360681.831,100665,5510,14620,187494,773866.831,29723,39.67,46.61,13.01,0.71,242.282,6.308,0.6107,0.5198,1.8626,34.0279,83.97,257956.0,3.0,-17.31,4.77,85.76,-30.27,-0.28,1.58,-0.289,-0.151,0
H,2018-12-22,5325,3063,288194,351811.1983,45669,5779,7934,102617,691453.1983,16322,41.68,50.88,6.6,0.84,148.4077,6.287,0.3561,0.2917,2.247,17.7569,75.03,230484.0,3.0,-10.65,-45.27,-54.63,-6.13,-0.436,0.171,-0.582,-0.207,0
H,2018-12-29,5077,2577,323861,496218.8481,28251,8020,7513,52394,856350.8481000001,15167,37.82,57.95,3.3,0.94,61.1829,3.4545,0.1618,0.1056,1.8546,6.5329,92.92,285450.0,3.0,23.85,-48.94,-38.14,12.38,-0.124,-0.662,-0.674,-0.101,0
H,2019-01-05,3592,2576,283753,495545.2055,12489,8941,6216,67668,800728.2054999999,12384,35.44,61.89,1.56,1.12,84.5081,5.4641,0.2385,0.1366,5.4182,7.5683,86.88,266909.0,3.0,-6.5,29.15,-55.79,-12.38,-0.229,-0.409,-0.758,-0.22,0
H,2019-01-12,5949,2090,267835,371532.9468,34927,14330,7267,50983,688624.9468,15306,38.89,53.95,5.07,2.08,74.0359,3.3309,0.1904,0.1372,1.4597,3.5578,74.72,229542.0,3.0,-14.0,-24.66,179.66,-5.61,-0.441,-0.686,-0.639,-0.267,0
H,2019-01-19,6904,1903,289581,466397.9597,76452,13932,7798,71641,846362.9597,16605,34.21,55.11,9.03,1.65,84.6457,4.3144,0.2474,0.1536,0.9371,5.1422,91.83,282121.0,3.0,22.91,40.52,118.89,8.12,-0.143,-0.343,-0.418,-0.203,0
H,2019-01-26,6932,2862,282885,379166.387,256739,16351,8958,63682,935141.387,18752,30.25,40.55,27.45,1.75,68.0988,3.396,0.2251,0.168,0.248,3.8947,101.47,311714.0,3.0,10.49,-11.11,235.82,-2.31,0.026,-0.475,0.541,-0.222,0
H,2019-02-02,4571,1502,317815,365046.1557,180465,14254,5721,65744,877580.1557,11794,36.21,41.6,20.56,1.62,74.9151,5.5744,0.2069,0.1801,0.3643,4.6123,95.22,292527.0,3.0,-6.16,3.24,-29.71,12.35,-0.083,-0.441,0.135,-0.119,0
H,2019-02-09,5177,2119,265143,366531.3774,87714,14100,7354,61676,733488.3774,14650,36.15,49.97,11.96,1.92,84.0859,4.21,0.2326,0.1683,0.7031,4.3742,79.59,244496.0,3.0,-16.42,-6.19,-51.4,-16.57,-0.356,-0.508,-0.358,-0.275,0
H,2019-02-16,8009,3564,207776,468564.6821,101995,12684,10234,91855,791019.6821,21807,26.27,59.24,12.89,1.6,116.1223,4.2122,0.4421,0.196,0.9006,7.2418,85.83,263673.0,3.0,7.84,48.93,16.28,-21.64,-0.247,-0.007,-0.282,-0.444,0
H,2019-02-23,3109,2100,217618,307969.5129,39616,11686,5034,77445,576889.5129,10243,37.72,53.38,6.87,2.03,134.2458,7.5608,0.3559,0.2515,1.9549,6.6272,62.6,192297.0,3.0,-27.07,-15.69,-61.16,4.74,-0.653,-0.246,-0.614,-0.415,0
H,2019-03-02,83,2213,328689,422667.9873,22172,14867,2148,75120,788395.9872999999,4444,41.69,53.61,2.81,1.89,95.2821,16.9037,0.2285,0.1777,3.3881,5.0528,85.54,262799.0,3.0,36.66,-3.0,-44.03,51.04,-0.252,-0.285,-0.707,-0.087,0
H,2019-03-09,196,1441,327340,394308.078,33702,13622,1681,66345,768972.078,3318,42.57,51.28,4.38,1.77,86.2775,19.9955,0.2027,0.1683,1.9686,4.8704,83.44,256324.0,3.0,-2.46,-11.68,52.0,-0.41,-0.289,-0.431,-0.645,-0.091,0
H,2019-03-16,687,2548,319576,362118.2152,67463,17798,2170,89354,766955.2152,5405,41.67,47.22,8.8,2.32,116.5048,16.5317,0.2796,0.2468,1.3245,5.0205,83.22,255652.0,3.0,-0.26,34.68,100.18,-2.37,-0.293,-0.049,-0.466,-0.114,0
H,2019-03-23,230,4607,403910,362433.2927,98118,13236,3718,77991,877697.2927,8555,46.02,41.29,11.18,1.51,88.8587,9.1164,0.1931,0.2152,0.7949,5.8923,95.23,292566.0,3.0,14.44,-12.72,45.44,26.39,-0.083,-0.237,-0.303,0.135,0
H,2019-03-30,527,5734,251552,444631.1192,123916,14079,4978,62523,834178.1192000001,11239,30.16,53.3,14.85,1.69,74.9516,5.563,0.2485,0.1406,0.5046,4.4409,90.51,278059.0,3.0,-4.96,-19.83,26.29,-37.72,-0.166,-0.494,-0.165,-0.315,0
H,2019-04-06,2390,6275,283485,371767.1264,51255,10757,7383,57033,717264.1264,16048,39.52,51.83,7.15,1.5,79.5146,3.5539,0.2012,0.1534,1.1127,5.3019,77.83,239088.0,3.0,-14.02,-8.78,-58.64,12.69,-0.387,-0.585,-0.552,-0.221,0
H,2019-04-13,1932,5756,408783,361286.1847,95675,10666,7690,62065,876410.1847,15378,46.64,41.22,10.92,1.22,70.8173,4.036,0.1518,0.1718,0.6487,5.819,95.09,292137.0,3.0,22.19,8.82,86.66,44.2,-0.086,-0.502,-0.316,0.149,0
H,2019-04-20,3270,6383,385995,392307.4907,141896,8001,9422,87542,928199.4907,19075,41.59,42.27,15.29,0.86,94.3138,4.5894,0.2268,0.2231,0.6169,10.9414,100.71,309400.0,3.0,5.91,41.05,48.31,-5.57,0.012,-0.079,-0.07,0.082,0
H,2019-04-27,4893,4086,322865,455215.5447,139685,10466,8344,81431,928231.5447,17323,34.78,49.04,15.05,1.13,87.727,4.7007,0.2522,0.1789,0.583,7.7805,100.72,309411.0,3.0,0.0,-6.98,-1.56,-16.36,0.013,-0.18,-0.082,-0.104,0
H,2019-05-04,6396,5149,371857,324425.3761,77621,7335,10603,77234,781238.3761,22148,47.6,41.53,9.94,0.94,98.861,3.4872,0.2077,0.2381,0.995,10.5295,84.77,260413.0,3.0,-15.84,-5.15,-44.43,15.17,-0.266,-0.25,-0.412,0.04,0
H,2019-05-11,7708,6183,327499,266338.6787,105845,7567,12931,77227,707249.6787,26822,46.31,37.66,14.97,1.07,109.1934,2.8792,0.2358,0.29,0.7296,10.2058,76.74,235750.0,3.0,-9.47,-0.01,36.36,-11.93,-0.406,-0.25,-0.262,-0.091,0
